text,label
Why hasn't my transaction arrived to my friend yet?,8
"I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?",8
How long will my most recent transfer take to go through? The recipient needs the money urgently.,8
My recipient hasn't received the money,8
when will my transfer arrive,8
I just sent money but the person I sent it to doesn't see it. What happened?,8
Why hasn't my transaction completed?,8
Why hasn't the transaction I did arrive yet?,8
Why isn't the transfer I made to a friend showing?,8
Why is my friend not getting a transaction arrival yet?,8
How long will a transaction to a friend take?,8
Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.,8
"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",8
How can I the person see my money transaction?,8
I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,8
the money i transferred didnt arrive,8
Why is my transfer taking so long. I thought it was supposed to only take 1 day if I made a transfer to someone. Can you wee what went wrong?,8
"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",8
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,8
Why is my last cheque deposit taking so long?,2
I am still waiting for a the cash I deposited this morning,2
"I tried using a check to update my balance, but it isn't work? Is something wrong?",2
I deposited cash but it isn't showing up in my account,2
I put some cash into my account but it's not displaying that on my balance.,2
Why hasn't my cash been deposited yet?,2
"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",2
I deposited a check yesterday and im not seeing it posted yet in my account. why is that? can you look into it?,2
"I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this",2
"The cheque I sent a few days ago has not been deposited yet, what is the hold up?",2
cash and check deposit has not gone thru,2
"my balance has not changed, despite depositing a cheque",2
Why did my cash deposit not show up?,2
Why is my money not in my account. I have already sent it out.,2
I placed a cash deposit in my account but I can't see it yet.,2
I'm not seeing my cash deposit showing up in my account.,2
Last week I put a cash deposit into my account and it is still isn't there.,2
I checked the app and my balance has not been updated for the cash or cheque deposit.,2
"I put some money in my account the other day and it's not gone in yet, can you help with this?",2
I did a cash deposit to my account but it doesn't show up,2
I can't see my cash deposit in my account.,2
"I deposited money in the form of a cheque, but my balance has not increased.",2
Where is the cash deposit I made?,2
"I can't figure out why I haven't gotten my cash, when I already put the check in the bank.",2
Why is my deposit still pending?,2
I made a cash deposit and the balance wasn't updated.,2
I did a cash deposit to my account but my balance is still the same. What happened?,2
I just deposited cash to my account and can't find it!,2
Online banking is not showing my cheque or cash deposit so the balance is incorrect.,2
i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong?,2
When will my cheque be processed?,2
What happens if I deposit a cheque accidentally?,2
Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help.,2
When will my deposit from this morning show up?,2
I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there.,2
Where is my missing cheque I deposited?,2
My balance doesn't show my deposit.,2
My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?,2
I made a deposit and the balance hasn't been updated.,2
I have yet to receive the cash I added to my account this morning.,2
Why isn't my cash deposit showing up in my account?,2
"I deposited some cash but it hasn't shown up in my account yet, what's going on?",2
I deposited a cheque but the cash hasn't arrived yet,2
I've already sent the money out and still have not received money in my account.,2
I have made a recent check and cash deposit that isn't reflected in my balance.,2
I placed a cheque but the funds aren't there,2
The cheque I sent to you to have deposited a couple days ago has not cleared in my account yet. What is the issue?,2
"the balance has not changed, but I have deposited some money",2
"I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque.",2
I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this?,2
I've deposited a check but the cash isn't showing that it's there yet.,2
Waiting for the cash I deposited this morning still,2
"I put cash in my account, but I don't see it.",2
Where did the money I deposit go??,2
"I Submitted a cheque couple of days ago, nothing happened to my account yet.What could be the possible issue?",2
I made a cash deposit a few days ago and it's still not reflected in my account. Do you know what might have happened?,2
Why is the cash not showing in my account for the check I deposited?,2
When will the check I deposited post to my account?,2
How do I see my updated balance after I make a cheque or cash deposit?,2
Why isn't my deposit in my account?,2
Where is my cash deposit in my balance?,2
Dude I put money in the ATM last week but it ain't there! I need the money now figure this out!,2
"I deposited cash this morning, but it's not showing up in my account. Can you tell me where's my money?",2
How long does it take for a cheque to post to your account?,2
Why has my account balance not changed after depositing a cheque?,2
Where is the cash I deposited?,2
Why is my balance still the same after a cheque deposit?,2
Why is my check still not showing up on my account? It's been a week already,2
Why isn't my balance updating after depositing cheques and cash.,2
My cash deposit isn't in my account. What happened?,2
I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?,2
I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please?,2
Why isn't my deposit showing up?,2
My balance was not updated with my checque or cash deposit.,2
"Help! I'm missing money, I deposited a cheque but its not showing on my balance.",2
My cash deposit from a week ago is still not in my account. Can you help me please?,2
I made a deposit but it is not showing up in my balance.,2
I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?,2
The cheque I deposited isn't showing in my account,2
my check or cash deposit has not shown up,2
Why isn't my cash deposit showing up in my account? I deposited it this morning.,2
"I deposited a cheque, why isn't my balance showing that I did?",2
Why hasn't my cash arrived from a deposited check?,2
"I put money in my account a week ago but its still not there, what is happening?",2
"I made a cash deposit, but it hasn't shown up in my balance yet.",2
"When will I see my cash, since I already deposited my check?",2
"Hi,  My money has not been credited to my account for which i have sent you cheque few days before. I am worried about the money please let me know the status.",2
I haven't seen the cash yet from the cheque I deposited.,2
I've deposited a check in my account but the cash isn't showing as available.,2
"I sent a cheque to you a few days ago and the deposit has yet to appear in my account. I need this money, what is the problem?",2
What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?,2
Why am I not seeing the check I deposited this morning in my account?,2
Do you guys accept cash? Because i deposited some this morning and I can't see it in my account.,2
My cash deposit hasn't posted to my account.,2
"I had a cheque deposited, but I don't see my money yet?",2
My balance is not right. It has not been updated for the cash or cheque deposit.,2
"After I deposited my cash, I still don't see it in my account.",2
I made a cash deposit going to my account but it is not there,2
"I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",2
My cheque deposit didn't seem to work.,2
I still do not see the cash deposit in my account from last week. Why?,2
When will my cheque process?,2
"I deposited a check, but haven't received the funds for it.",2
After depositing a cheque my balance did not change.,2
Cash has been deposited this morning but it hasn't came through.,2
I deposited a cheque a week ago but have yet to receive the cash.,2
"I put money into my account in the form of a cheque, but my balance did not change.",2
"I deposited cash into my account a week ago and it is still not available, please tell me why? I need the cash back now.",2
"My mother deposited a cheque into my account last week, why is it still not showing up?",2
Why hasn't my balance been updated from the check deposit I made?,2
Where is the money I put in the bank?,2
I haven't received the cash from the check I deposited.,2
After trying to update my account balance yesterday by cheque it doesn't seem to working. Shouldn't the process be quicker? I need my account looked at because there appears to be a problem.,2
Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,2
"Even though I made a cash deposit, I am not seeing it in my account.",2
I put money in my account a week ago but its still not there?? What happened to my money?,2
Why did the cash deposit not show up in my account?,2
What is going on? My balance still hasn't updated and it has been two weeks since I deposited my money!,2
"I deposited cash into my account, why do I not see it?",2
Can you tell me why a cheque deposit isn't showing in my balance?,2
Why is my cash deposit not in my account?,2
Why isn't my money from a check deposit showing?,2
"I put my check in the bank, but I haven't gotten my cash yet?",2
How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.,2
i used a check check yesterday to balance my account and it isn't showing up?,2
"I recently deposited some money into my account, but it still isn't showing up. What's going on?",2
"My friend deposited $100 into my account, but it is not showing up!",2
The cash deposit I made this morning has not been credited to my account,2
"I did a cash deposit to my account, but I am not seeing it on my statement.",2
I deposited a cheque but I don't see the funds in my account.,2
When will my deposit post to my account?,2
I am still waiting for the cash to be returned from a cheque I deposited!,2
How long does it take to show a deposit I made to my balance?,2
I deposited cash into my account and I'm having trouble seeing it on my account.,2
"I wrote a check to the account yesterday to add to my balance, but I don't see the amount of the check reflected anywhere.  Is it being held up for some reason?  I should have seen a new balance by now!",2
How long do cheques take to post to your account?,2
I deposited money but my balance hasn't been updated yet.,2
"I deposited cash this morning, but it is not yet available.",2
I have cash deposit to my account but it is experiencing a problem,2
How long will it take for the cash I deposited this morning to show up?,2
The cast deposit from a week ago still is not in my account. Why?,2
Why is the check I deposited this morning not showing up?,2
How long do deposits take to appear? I've been waiting for more than a week and need the money!,2
When will my deposit be processed?,2
I am still awaiting the money I put into my account this morning.,2
Why am I still not able to see the money I deposited a week ago? This is urgent!!,2
I deposited a check a few days ago and it's still not gone in! Please help me with this,2
I made a check and cash deposit that wasn't credited to my account.,2
"I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's been a day already!",2
Why hasn't my cheque processed?,2
I am still currently waiting for the cash that has been deposited into the account this morning.,2
I sent a check into the system but still haven't received the cash yet,2
I recently deposited a cheque and cannot find the cash from it.,2
When will I receive the cash payment from the check I deposited?,2
My cheque is slow to cash,2
I attempted to deposit a cheque yesterday but the balance isn't showing today. Is it still pending?,2
Why haven't I seen the cash from the cheque I deposited yet?,2
My cheque is taking a while,2
I made a cash deposit to my account but i don't see it,2
The check I deposited yesterday isn't listed yet.  Isn't that pretty slow?  I need to see the balance increased by that check.,2
where is my money from this morning,2
Why is it taking so long for my money to appear in my account? I have been waiting a week!,2
"I deposited a cheque, but the balance hasn't changed yet.",2
My account balance has not updated since I deposited a cheque recently.,2
How long does a check take to show up in the account balance?,2
What is going on with my cash deposit. I'm looking at my account balance and it is not there. It has been almost a week. Someone better get back to me asap.,2
Why hasn't my account updated?,2
I haven't received the money from the check I deposited.,2
"I deposited a cheque with some money, but the balance hasn't changed.",2
"I deposited a cheque, but my account balance stayed the same.",2
Why hasn't my balance been updated? I've deposited a few cheques some days ago!,2
why hasn't my cash arrived yet from my cheque?!,2
I made a check deposit but the cash hasn't arrived in my account yet.,2
The balance hasn't changed yet after depositing a cheque with some money.,2
What happened to my cash deposit?,2
"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",2
"After my checque or cash deposit, my balance didn't update.",2
When will my balance reflect a deposit?,2
I made a cash deposit to my account but it is not there,2
I deposited a cheque and its been days and I still haven't received the cash!!,2
"I deposited some money, but the balance has not changed.",2
"Hi, i found a large amount payment in my old statements which i am sure was not made by me. I am aware that the time has passed but is there a way to raise a dispute for this payment now?",1
what is the word?,1
Please help my find out why there is an odd direct debit in my records.,1
I am seeing in the App a diret debit that its not mine,1
There is a direct debit payment that I did not make.,1
There is a strange charge on my debit statement,1
There is a Direct Debit that looks suspicious.,1
Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it?,1
Why is there a direct debit payment on my statement that I didn't do?,1
A direct debit payment that I didn't authorise shows up in my app.,1
My app is showing a payment that I know I did not do. Can you please cancel that transaction and credit my account please?,1
i would like to dispute a direct debit payment,1
Is it possible to dispute a debit payment from a couple of months ago.,1
A direct debit payment I didn't do shows in my app,1
I see a direct debit transaction in my history that I did not set up.,1
A false direct debit payment is showing in my app,1
I do not understand what this particular direct debit is ?,1
There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit.,1
Please tell me what this direct debit in my statement is,1
what is this charge on my card?,1
"A few weeks ago, a strange transaction was made on my account by a seller I don't know. I am quite sure I didn't do it and will like for you to check it for me.",1
Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago.,1
There is a mysterious debit transaction on my statement,1
what is the matter?,1
My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,1
I don't recognize the direct debit payment from the app.,1
I need a refund on a direct debit that shows in the app because I did not make it.,1
"hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent.",1
I was just going over my transactions for the past couple of months and noticed a large type charge that I know I did not make. Even though it's been a while can I please still dispute this?,1
There was a charge made on my card from a couple weeks ago and I don't remember making the purchase. Nor do I remember the company itself. Can we trace this at all to confirm if I did it or not?,1
There is a direct debit payment I don't recognize.,1
What is this direct debit in my statement?,1
This debit is not my transcation. How do I get my money out back?,1
How can I get my money back for a payment i didnt make,1
I don't recognize the direct debit payment on my account.,1
A direct debit appears in the app but I didn't authorize it.,1
I'm seeing a direct debit payment that is not me.,1
I see a direct debit transaction that I didn't make.,1
Could I raise a dispute for a large payment that i found out was not done by me in my couple of last statements? I am aware its delayed now. Please help me out.,1
I don't know where a direct debit payment came from,1
Who do I contact if there is a direct debit that I did not create.,1
There was a direct debit from my account and I didn't authorise it,1
"I'm checking my statements and I saw a purchase from a couple weeks ago that I don't recall at all. Not only that, but I don't even know the business that charged it. I'm not sure if I did it or not, but can we check it and see if we can trace it back to make certain?",1
I don't recognise a Direct Debit payment,1
There is a direct debit transaction on my statement that I think is not mine. How do I remove?,1
there is a debit i dont recognize,1
There are automatic debits on my account that I did not make.,1
I may need to dispute a Direct Debit payment.,1
"There's a weird payment showing in my app that I definitely haven't made myself, as I haven't used the card at all that day. Please cancel that and return my money.",1
There is a direct debit fee in the App that I didn't do.,1
What do I do about a debit on my account that I didn't make?,1
I did not set up a direct debit I have,1
"If I found an error in my account for a transaction I didn't make, how long to I have to dispute it?",1
There is a direct debit transaction that I did not authorize,1
Can you help me figure out what is going on with a debit payment that is showing up on my account I am not sure is suppose to be there.,1
I am seeing a direct debit I wasn't aware of.,1
I found a charge on my debit that I did not make.,1
How can I dispute a direct debit transaction?,1
How can I dispute a debit transaction?,1
My statement shows a strange direct debit.,1
"I have an unknown debit charge in my statement, why?",1
"I just noticed that I supposedly made a payment to a seller a while back. The problem is, I don't recognize the seller. There must be a way to see who it is or track the payment. Can you do that, because I don't remember this transaction?",1
"In my app, a direct debit payment that I didn't do shows up.",1
There's an unauthorized direct debit in my app.,1
I see a direct debit that isn't mine? How can I get my money back?,1
My account statements show a debit payment that I didn't make it's from some time ago I need to know if it is disputable.,1
There is a debit transaction on my statement that I did not make,1
There is a direct debit payment on my account that I didn't authorize.,1
I didn't set up the direct debit I have,1
What do I do if I find a debit charge that I know I didn't do in my billing statement?,1
i do not know what this charge is for,1
What do I do if there is a direct debit on my account that shouldn't be there?,1
I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money?,1
There is a direct debit charge on my account that I don't recognize.,1
"Recently, a few weeks ago there was a transaction made on my account by some seller that I don't recognize. I am very certain that didn't happen  and will like for you to trace back to make sure.",1
Someone else charged my card!,1
"Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money.",1
How do I dispute a direct debit on my account?,1
I did not make a direct debit payment as listed on my app,1
There's a direct debit payment that I don't recognize.,1
How do I dispute a debit that I didn't make?,1
I don't know where this debit transaction on my statement came from.,1
The app is showing a direct debit transaction that I did not perform,1
The app is showing a direct debit payment that I never made,1
"I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced.",1
I want a refund on a direct debit.,1
"Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late.",1
There is a debit paymet that I don't recognize.,1
What can I do about a direct debit transaction on my card that I didn't make?,1
I need assistance addressing a direct debit that I did not do myself.,1
I see a direct debit transaction in my app that I didn't make.,1
I see a direct debit payment on my statement that wasn't me,1
How long after I receive my statement can I dispute payments on it?,1
How do I dispute a direct debit transaction?,1
"I notice a transaction a couple of weeks ago in my account, from a seller that I don't recognize. Is there a way we can trace back the information to make sure it was truly something I did?",1
what is this charge i didnt do it what can i do,1
I have a direct debit on my records that is strange and I need help.,1
I would like to dispute a payment I didnt make,1
I found a direct debit I would like to dispute,1
"I saw money was taken out of my account by a seller a while back. I do not recognize the seller, but I'm pretty certain I didn't make that payment. Can you track who the seller is?",1
There is a direct debit patentp that I haven't authorized.,1
I can't recognise this Direct Debit payment.,1
I would like to dispute a direct debit transaction,1
"Please help! I was looking at my account and saw a transaction with a seller I don't remember. Is it possible for you to track the sale, because I really don't think I made a payment to them.",1
Why is there a direct debit set up in my name?,1
I don't recognize this debit transaction in my billing statement?,1
I didn't set up a direct debit payment on my account.,1
I need to dispute a direct debit.,1
My account shows a direct debit charge that I have never seen before,1
I might have been charged on my debit statement by fraud.,1
"I just went through a old statement and noticed that a very large payment went through and i did not make it. It was from a few months ago, can I still dispute the payment?",1
I am not recognizing a debit payment from my account.,1
I have a direct debit that I did not set up,1
I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,1
I see a charge for a direct debit that was not me.,1
There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me.,1
There is a potentially fraudulent direct debit on my account.,1
I have a direct debit I didn't set up,1
Help!  In the app there is a direct debit that I don't remember.,1
Please help me regarding a direct debit in the app that I don't recognize.,1
how do i get a refund for a direct debit payment i didn't make,1
I need to cancel a transaction on my debit card.,1
I think I was charged by mistake on my debit statement.,1
Purchases I did not make are appearing in my bank statement?,1
"On my app I can see that a direct debit payment that I didn't do, appears.",1
There's a payment showing in the app today even though I have not used my card at all. I want a refund.,1
Unusual direct deposit,1
I didn't make the direct debit payment on my account.,1
People are using my debit card - help!,1
I have an unfamiliar direct debit in my statement.,1
How do I dispute a direct debit that I didn't do?,1
Weird Direct Debit payment,1
I have an unauthorized direct debit on my account,1
I have an unknown charge.,1
What do I do if there is an electronic debit that is not correct?,1
There is a payment showing that I know I didn't make. I didn't use my card that day and I'm sure of it. Can you please cancel that transaction and return my money? Thankyou,1
after going over my transactions for the last couple of months I noticed a pretty large charge that I know I did not make. I know it's been a while but can I still dispute this charge?,1
Someone else made a Direct Debit transaction on my account,1
How can I dispute a direct debit charge on my account?,1
I have a direct debit I didn't make,1
I have an unauthorized charge.,1
A debit came through that I need to dispute.,1
There is a payment in my app that I did not make.  I have not used that card all day  Please reimburse my money.,1
I don't know what this Direct Debit payment is.,1
I see a direct debit payment on my app that I did not do,1
How do I get a refund for an unauthorized direct debit payment?,1
There was a direct debit I don't recognize.,1
I see an unfamiliar Direct Debit payment.,1
In the app I see a direct debit that I don't recognize.,1
Why am I seeing a direct debit thats not mine?,1
Can I dispute a debit payment that I am seeing that I didn't make from a couple of months ago?,1
There is a direct debit set up that I didn't create.,1
"There is a direct debit charge that I don't recognize, what can I do?",1
"I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed.",1
I don't know what this Direct Debit payment on my account is for.,1
There is a direct debit charge on my account that is not mine.,1
I see a direct debit transaction in the app that is not mine,1
There is a direct debit set up that was not authorized by me.,1
I didn't initiate a direct debit that I see on my account,1
Why is there a direct debit fee in the App when I didn't do it?,1
There is a payment I don't recognise!,1
A couple weeks ago there was a debit taken from my account from a transaction I don't recall. Is it possible to trace this transaction to make sure I'm not being scammed?,1
What should I do about a direct debit that I did not set up?,1
There was a direct debit transaction I have don't think should be there.,1
I just found a payment from a while back in my account that I didn't make.  Can I still dispute it even though it was a couple of months ago?,1
I do not recognize a direct debit payment that I see on my app,1
My account was charged a debit payment I don't recognize.,1
"In my app, a direct debit payment I didn't do shows in my app",1
My accounts been charged a payment for something I didn't make.,1
looking back on my transactions from a couple of months ago I have noticed a charge that is fairly large that I'm certain was not completed by me. I know it has been a while but can I please dispute this charge?,1
I see a direct debit charge that I did not approve,1
The app shows Direct Debit payments that I didn't make,1
I have an unknown direct debit payment on my account,1
"There is a direct debit that I didn't set up, what should I do?",1
I see a direct debit that I didn't authorize,1
"I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it?",1
I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand?,1
There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account.,1
My app shows a direct debit that isn't mine.,1
I haven't used my card all day but there is a payment showing in the app. Please cancel it!,1
There is a payment showing on my app that I didn't do. Will you please cancel this payment and refund my money ?,1
Why is there a direct debit to my account? I didn't do that.,1
"I tried to withdraw cash and got declined, why is that?",6
Why was I declined when I tried to get my money?,6
I could not access my money at the ATM,6
"i needed money for a night out with the girls but i was declined, why?",6
Why was I blocked from withdrawing from the ATM?,6
I tried to get funds in hard cash but it was rejected!,6
Why won't cash come out of the ATM?,6
My withdrawals were going smooth until I got declined today. What is going on?,6
I tried to use my card to withdrawal money from the ATM in Notting Hill but it didn't work. This is the first time I've tried using it. Is my card working?,6
Why was my request for cash declined?,6
Where did my money go? I'm not able to withdraw it from my ATM.,6
Why was my withdrawal declined,6
How come I can't get money at the ATM,6
Why was my ATM withdrawal cancelled?,6
I couldnt get cash in an ATM,6
Why can't I get cash out?,6
Why can't I take cash out of the ATM?,6
Every ATM I visit is rejecting my card and I don't know why. There should be money on it. Can you check it to see if something is wrong or if I'm doing something wrong?,6
I can't get money out of the ATM. Is my card actually working? It's the first time I tried using it,6
The ATM keeps declining my Transaction . I tried two different ATMs already Would you please check if everything is okay with my account?,6
Is there a reason my cash withdrawal was declined?,6
My card won't let me withdraw money.,6
I can't withdraw money,6
Could you tell me why my cash withdrawal was declined?,6
"The ATM would not give me cash,why?",6
My ATM transaction was cancelled.,6
I was denied cash at an ATM,6
I was not able to use the ATM to get cash,6
Why did I get declined when trying to get cash?,6
The ATM keeps declining my card! I tried two different ATMs already can you please check if everything is alright with my account??,6
Why wouldn't the ATM give me my money?,6
Why are my withdrawals suddenly being declined?,6
Can you tell me why I was declined from getting cash?,6
Why couldn't I make a withdrawal from the ATM?,6
Why is my ATM cash withdrawal not working?,6
Is my card broken? I can't get cash out of the ATM,6
I went to the Notting Hill ATM to use my card the first time for a cash withdrawal but it didn't work. Does this mean that my card isn't working yet?,6
i tried to withdraw money but was told i didn't have funds,6
The ATM keeps declining my Transaction . I tried two different ATMs already can you please check if everything is okay with my account?,6
"Please double check my card - withdrawal was working fine so far, but this morning on the way to work it suddenly got declined!",6
I was declined when trying to withdrawal cash!,6
I needed cash from the ATM but I couldn't get it.,6
My ATM withdrawal was declined.,6
"When I went to get cash, it was declined!",6
"Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing.",6
The ATM machines keep declining my card and I don't know why. I thought I had money in my account. Why is this happening?,6
Why was my withdrawal requested cancelled by the ATM?,6
I have tried using my card for the first time at the ATM of Notting Hill to withdrawal cash but it didn't work. Does this mean my card isn't working?,6
A withdraw I tried to make at the ATM was declined I don't know why.,6
Tried using my ATM card earlier at one of your locations for the first time.  It didn't work.  What is going on?,6
Why can't I take money from my account?,6
"This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined.",6
Why was I declined from getting cash?,6
"I tried to get money out of the Notting Hill ATM earlier, but wasn't able to. Is my card working okay? It's the first time I tried using it.",6
My ATM card isn't working for a withdrawl,6
Is my card actually working? It's the first time I tried using it,6
Is there a reason why my card was declined when I attempted to withdraw money?,6
Is the ATM broken? I can't get cash from it.,6
what is my monthly spending limit because i was refused my money at an atm,6
I can't get cash from the ATM!,6
"When I tried to access my cash, I wasn't allowed!",6
"My card has been declined by two separate ATM, and I'm worried something is wrong with my account. Would you please see if my account is okay?",6
Has my account been frozen?  I tried to use my card but the ATM would not dispense cash.,6
I tried to withdraw cash from the ATM machine and it did not work. Can you tell me why?,6
ATM withdrawal not working.,6
I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?,6
"I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it",6
I cannot withdraw money from the ATM,6
My withdrawal from the ATM was cancelled.,6
I'm trying to take money from my account but its not letting me. Help!,6
Why won't the ATM let me withdraw money?,6
My cash withdrawal was declined.  Why?,6
Why couldn't I get cash from an ATM?,6
I attempted to get cash in the ATM but it was not authorized,6
Is there something wrong with my ATM Card?  Tried using it earlier and it did not work.,6
The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account?,6
Why can't I withdraw cash from this ATM?,6
I was getting some cash out of the ATM but it cancelled on me without warning.,6
I wasn't able to withdraw money at an ATM,6
Why can't I withdraw funds from my account?,6
I tried to get cash in the ATM but it was not approved,6
My card rejected a cash withdrawal. Why?,6
Why was my cash withdrawal declined by the ATM?,6
I could not get the ATM to work,6
totally unacceptable.  I'm stranded with no cash because the ATM wouldn't give me any money!,6
Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money.,6
I tried to pull cash from an ATM but it wouldn't let me.,6
"I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it.",6
Can you please tell me why I cant get money from the ATM?,6
"How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this?",6
"Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.",6
My card didn't work at the ATM in Notting Hill.  Is my card working?,6
Why am I not able to get cash from the ATM?,6
my card was frozen due to putting in the wrong pin too much.  how many tries do i have,6
I cant get money out of the ATM with my card.  I just put my card in the ATM but it will not allow me to take any money out.  What do I need to do to fix this?,6
Why was I not able to take cash from the ATM?,6
"Would you please check my Card. As Withdrawal was working fine so far, but this morning suddenly got declined. Can you please check the problem?",6
Why would the ATM machine fail to give me the cash withdrawal I requested?,6
I am having trouble withdrawing cash.,6
Why is the ATM not allowing me to get cash?,6
Why can I not take out cash?,6
I tried to get cash but it was declined!,6
"Hi, I am unable to use my card in ATM. I had tried my card in two ATMs but both ATMs declined it. Could you please check my account?",6
The ATM won't let me take out cash,6
I'm not able to withdraw money from the ATM but I'm not sure why.,6
why wouldnt the atm give me money,6
"My cash withdrawal was declined, why?",6
"I think there may be something wrong with my card. I have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.",6
Why can I not get cash from the ATM?,6
Why was I not able to get cash from the ATM?,6
My card doesn't work. I can't get cash out at an ATM,6
Why am I not able to withdraw cash from this ATM?,6
Why can't I withdraw money?,6
The atm wouldn't give out cash,6
What caused my cash withdrawal to be declined?,6
Why wont the ATM give me cash?,6
Why do I get declined when I try to withdraw cash?,6
What was the cause for my card to be declined?,6
The ATM cancelled a transaction on me when I was trying to get some cash out.,6
Why can't I get cash from the ATM?,6
atm refused to give me money,6
I was declined when I tried to withdraw cash!,6
I couldn't get money from the ATM,6
I tried to use the ATM today but it would not accept my card.,6
The ATM wouldn't let me withdraw cash.,6
"I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get anything out. Is there a problem with my card? It's the first time I tried using it.",6
Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM.,6
The ATM wouldn't allow me to withdraw money,6
Why am I unable to withdraw my money through this card?,6
Is there a problem with my account? When I tried to withdraw cash at an ATM I was denied.,6
ATM apparently not working?  Couldn't access funds in my account?,6
Why is my card being declined at the ATM? I have tried multiple ATMs and i keep running into the same problem. Could you verify that everything is okay with my account?,6
The ATM wouldn't let me have my money.,6
I tired to get cash in the ATM but it was cancelled,6
Is there something wrong with the ATM? It would not let me pull cash out of my account.,6
"Hi, In morning, i was trying to withdraw money from my card, but it got declined. So far it was working fine. Could you please check my card.",6
When going to the ATM to take out some cash today my withdrawal was  declined.  I need to fix this problem as soon as possible. whats going on?,6
I can't get any money from my account.,6
"I tried to withdraw cash, but got declined!",6
"The ATM will not let me get cash, WHY?",6
I can't withdraw any money from my account. Ive tried a couple different ATM machines and both of them wouldn't give me my money. What's going on? Is my account frozen or something?,6
Why was my atm withdrawl declined,6
